time,proto,sip,sport,dip,dport,from,to,subject
2017/11/9 3:00,smtp,10.1.4.17,49217,10.5.71.60,25,kaoqin@hightech.com,1102@hightech.com,Late
2017/11/9 3:00,smtp,10.1.4.17,49225,10.5.71.60,25,kaoqin@hightech.com,1209@hightech.com,Absent
2017/11/9 3:00,smtp,10.1.4.17,49207,10.5.71.60,25,kaoqin@hightech.com,1241@hightech.com,Absent
2017/11/9 3:00,smtp,10.1.4.17,49182,10.5.71.60,25,kaoqin@hightech.com,1096@hightech.com,Absent
2017/11/9 3:00,smtp,10.1.4.17,49191,10.5.71.60,25,kaoqin@hightech.com,1007@hightech.com,Absent
2017/11/9 3:00,smtp,10.1.4.17,49184,10.5.71.60,25,kaoqin@hightech.com,1151@hightech.com,Late
2017/11/9 3:00,smtp,10.1.4.17,49253,10.5.71.60,25,kaoqin@hightech.com,1275@hightech.com,Absent
2017/11/9 3:00,smtp,10.1.4.17,49225,10.5.71.60,25,kaoqin@hightech.com,1461@hightech.com,Late
2017/11/9 3:00,smtp,10.1.4.17,49237,10.5.71.60,25,kaoqin@hightech.com,1340@hightech.com,Late
2017/11/9 3:00,smtp,10.1.4.17,49231,10.5.71.60,25,kaoqin@hightech.com,1140@hightech.com,Late
2017/11/9 3:00,smtp,10.1.4.17,49189,10.5.71.60,25,kaoqin@hightech.com,1211@hightech.com,Late
2017/11/9 3:00,smtp,10.1.4.17,49209,10.5.71.60,25,fuli@hightech.com,1344@hightech.com,Happy Birthday!!! Jingdong Card Welfare Is Coming
2017/11/9 3:00,smtp,10.1.4.17,49202,10.5.71.60,25,kaoqin@hightech.com,1481@hightech.com,Late
2017/11/9 3:00,smtp,10.1.4.17,49195,10.5.71.60,25,kaoqin@hightech.com,1483@hightech.com,Late
2017/11/9 4:00,smtp,10.1.4.17,49176,10.5.71.60,25,kaoqin@hightech.com,1135@hightech.com,Late
2017/11/9 4:00,smtp,10.1.4.17,49186,10.5.71.60,25,kaoqin@hightech.com,1406@hightech.com,Late
2017/11/9 4:00,smtp,10.1.4.17,49205,10.5.71.60,25,kaoqin@hightech.com,1112@hightech.com,Late
2017/11/9 4:00,smtp,10.1.4.17,49247,10.5.71.60,25,kaoqin@hightech.com,1067@hightech.com,Absent
2017/11/9 4:00,smtp,10.1.4.17,49197,10.5.71.60,25,kaoqin@hightech.com,1248@hightech.com,Late
2017/11/9 4:00,smtp,10.1.4.17,49199,10.5.71.60,25,kaoqin@hightech.com,1139@hightech.com,Absent
2017/11/9 4:00,smtp,10.1.4.17,49200,10.5.71.60,25,kaoqin@hightech.com,1347@hightech.com,Leave Early
2017/11/9 4:00,smtp,10.1.4.17,49196,10.5.71.60,25,kaoqin@hightech.com,1183@hightech.com,Late
2017/11/9 4:00,smtp,10.1.4.17,49203,10.5.71.60,25,kaoqin@hightech.com,1303@hightech.com,Late
2017/11/9 4:00,smtp,10.1.4.17,49230,10.5.71.60,25,kaoqin@hightech.com,1306@hightech.com,Late
2017/11/9 9:20,smtp,10.116.216.71,2090,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:57]HOST_5XX6fc730ff024035ecfe0a6a1402da6438
2017/11/9 9:21,smtp,10.64.106.16,2241,10.5.71.60,25,1347@hightech.com,1389@hightech.com,Financial Reporting
2017/11/9 9:22,smtp,10.116.216.71,2412,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:245]HOST_5XXe79da282c3a64623f249ceaecf6d4b05
