time,proto,sip,sport,dip,dport,from,to,subject
2017/11/21 3:00,smtp,10.1.4.17,49197,10.5.71.60,25,fuli@hightech.com,1230@hightech.com,Happy Birthday!!! Jingdong Card Welfare Is Coming
2017/11/21 3:00,smtp,10.1.4.17,49195,10.5.71.60,25,kaoqin@hightech.com,1058@hightech.com,Late
2017/11/21 3:00,smtp,10.1.4.17,49193,10.5.71.60,25,kaoqin@hightech.com,1207@hightech.com,Late
2017/11/21 3:00,smtp,10.1.4.17,49216,10.5.71.60,25,kaoqin@hightech.com,1469@hightech.com,Late
2017/11/21 3:00,smtp,10.1.4.17,49238,10.5.71.60,25,kaoqin@hightech.com,1126@hightech.com,Late
2017/11/21 3:00,smtp,10.1.4.17,49208,10.5.71.60,25,kaoqin@hightech.com,1103@hightech.com,Late
2017/11/21 3:00,smtp,10.1.4.17,49194,10.5.71.60,25,kaoqin@hightech.com,1142@hightech.com,Late
2017/11/21 3:00,smtp,10.1.4.17,49220,10.5.71.60,25,kaoqin@hightech.com,1382@hightech.com,Late
2017/11/21 3:00,smtp,10.1.4.17,49204,10.5.71.60,25,kaoqin@hightech.com,1461@hightech.com,Late
2017/11/21 3:00,smtp,10.1.4.17,49229,10.5.71.60,25,kaoqin@hightech.com,1068@hightech.com,Late
2017/11/21 3:00,smtp,10.1.4.17,49250,10.5.71.60,25,kaoqin@hightech.com,1195@hightech.com,Late
2017/11/21 3:00,smtp,10.1.4.17,49214,10.5.71.60,25,kaoqin@hightech.com,1169@hightech.com,Late
2017/11/21 3:00,smtp,10.1.4.17,49179,10.5.71.60,25,kaoqin@hightech.com,1397@hightech.com,Late
2017/11/21 3:00,smtp,10.1.4.17,49203,10.5.71.60,25,kaoqin@hightech.com,1466@hightech.com,Late
2017/11/21 3:00,smtp,10.1.4.17,49162,10.5.71.60,25,kaoqin@hightech.com,1348@hightech.com,Late
2017/11/21 3:00,smtp,10.1.4.17,49171,10.5.71.60,25,kaoqin@hightech.com,1007@hightech.com,Late
2017/11/21 3:00,smtp,10.1.4.17,49218,10.5.71.60,25,kaoqin@hightech.com,1238@hightech.com,Late
2017/11/21 4:00,smtp,10.1.4.17,49192,10.5.71.60,25,kaoqin@hightech.com,1193@hightech.com,Late
2017/11/21 4:00,smtp,10.1.4.17,49204,10.5.71.60,25,kaoqin@hightech.com,1041@hightech.com,Absent
2017/11/21 4:00,smtp,10.1.4.17,49173,10.5.71.60,25,kaoqin@hightech.com,1183@hightech.com,Late
2017/11/21 4:00,smtp,10.1.4.17,49224,10.5.71.60,25,kaoqin@hightech.com,1104@hightech.com,Absent
2017/11/21 4:00,smtp,10.1.4.17,49210,10.5.71.60,25,kaoqin@hightech.com,1369@hightech.com,Late
2017/11/21 4:00,smtp,10.1.4.17,49220,10.5.71.60,25,kaoqin@hightech.com,1401@hightech.com,Late
2017/11/21 4:00,smtp,10.1.4.17,49201,10.5.71.60,25,kaoqin@hightech.com,1191@hightech.com,Late
2017/11/21 4:00,smtp,10.1.4.17,49236,10.5.71.60,25,kaoqin@hightech.com,1307@hightech.com,Late
2017/11/21 4:00,smtp,10.1.4.17,49180,10.5.71.60,25,kaoqin@hightech.com,1435@hightech.com,Absent
2017/11/21 4:00,smtp,10.1.4.17,49215,10.5.71.60,25,kaoqin@hightech.com,1067@hightech.com,Absent
2017/11/21 4:00,smtp,10.1.4.17,49180,10.5.71.60,25,kaoqin@hightech.com,1096@hightech.com,Absent
2017/11/21 4:00,smtp,10.1.4.17,49210,10.5.71.60,25,kaoqin@hightech.com,1241@hightech.com,Late
2017/11/21 4:00,smtp,10.1.4.17,49176,10.5.71.60,25,kaoqin@hightech.com,1119@hightech.com,Absent
2017/11/21 4:00,smtp,10.1.4.17,49211,10.5.71.60,25,kaoqin@hightech.com,1300@hightech.com,Leave Early
2017/11/21 9:02,smtp,10.1.4.17,44216,10.5.71.60,25,it@hightech.com,1388@hightech.com,Resources application
2017/11/21 9:20,smtp,10.116.216.72,2335,10.5.71.60,25,ti@hightech.net,1060@hightech.com,Internet Asset Monitoring and Alarm
2017/11/21 9:21,smtp,10.64.105.83,2291,10.5.71.60,25,1431@hightech.com,1041@hightech.com,Work Report
2017/11/21 9:21,smtp,10.116.216.71,2442,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:1581]HOST_5XXe4e3b3557b6e0d38ae32a5408bdd3d67
2017/11/21 9:22,smtp,10.116.216.71,2222,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:1087]HOST_5XXf62204d5e5a86209501ded33025cabdf
2017/11/21 9:23,smtp,10.116.216.71,2361,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:1455]HOST_5XXdc690cae45a4228c54942926c8912dee
2017/11/21 9:23,smtp,10.64.106.9,2449,10.5.71.60,25,1184@hightech.com,1013@hightech.com,Work Report
2017/11/21 9:23,smtp,10.116.216.71,1642,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:293]HOST_5XXe58b6fb92d1d5136c90f0f2d0f6d9e20
2017/11/21 9:24,smtp,10.116.216.71,1961,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:342]HOST_5XXba677ab95bb5f600d45c5a5e3fe92728
2017/11/21 9:25,smtp,10.116.216.71,1916,10.5.71.60,25,work@hightech.com,1087@hightech.com,[RECOVER:228]HOST_5XX091ec3b6a8af14436855df3ea2afa370
2017/11/21 9:25,smtp,222.185.184.72,59840,10.5.71.60,25,a61faae0dceb1320078f9142fdf28d1a@qq.com,1154@hightech.com,熊英≮澳門新葡京116498點com－註冊即送38－釦釦：778741365群號：512137592六盒49備≯s空见说
2017/11/21 9:26,smtp,10.116.216.71,1973,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:95]HOST_5XX76b47a35a0e5217559d6d57195270136
2017/11/21 9:26,smtp,10.116.216.71,2263,10.5.71.60,25,work@hightech.com,1087@hightech.com,[ALARM:462]HOST_5XX38f40816cc3a52bcd003ff770e5b3108
2017/11/21 9:27,smtp,10.116.216.72,1963,10.5.71.60,25,ti@hightech.net,1060@hightech.com,Internet Asset Monitoring and Alarm
2017/11/21 9:28,smtp,10.116.216.72,1677,10.5.71.60,25,ti@hightech.net,1060@hightech.com,Internet Asset Monitoring and Alarm
2017/11/21 9:28,smtp,111.202.126.72,1744,10.5.71.60,25,e455155937b69cf2730d93ad22882f12@sohu.com,1013@hightech.com,Information Including Photos and Forms
2017/11/21 9:29,smtp,10.116.216.71,2087,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:1285]HOST_5XX36ad2779bcd2f20f50edcdd3e15138fc
2017/11/21 9:30,smtp,10.64.106.7,2333,10.5.71.60,25,1378@hightech.com,1013@hightech.com;1104@hightech.com;1499@hightech.com;1371@hightech.com;1184@hightech.com;1251@hightech.com;1295@hightech.com;1312@hightech.com;1433@hightech.com;1165@hightech.com;1300@hightech.com;1473@hightech.com;1118@hightech.com;1363@hightech.com;1249@hightech.com;1110@hightech.com;1149@hightech.com,Job Instruction
2017/11/21 9:30,smtp,10.116.216.71,1648,10.5.71.60,25,work@hightech.com,1092@hightech.com,[ALARM:622]HOST_5XXe6b2ac65cac46a13070ae1314bbef049
2017/11/21 9:30,smtp,10.64.106.16,2037,10.5.71.60,25,1347@hightech.com,9b54d4c5c6751bef8afc534acc208ac3@foxmail.com,Finance
